name,latitude,longitude
Appanoose County Museum and Old Jail,40.7361248,-92.8738098
Adair County Historical Museum,41.304457,-94.4708903
Historic School Museum,43.38563,-96.4693373
Plymouth County Museum,42.7888789,-96.1683557
Lyon County Historical Society Museum Complex,43.433723,-96.1674827
Fonda Opera House Museum,42.5808111,-94.8455402
Kossuth County Historical Museum,43.068022,-94.236908
Iowa Great Lakes Maritime Museum,43.3655899,-95.1357243
Higgins Museum,43.3817369,-95.1361531
Lammers Museum,43.2423575,-94.7419311
Victorian Museum on Main,43.1121872,-94.6766466
House of Dolls Museum,43.1121872,-94.6819246
Palo Alto County Historical Museum,43.1127428,-94.673591
McCallum Museum and Brunson Heritage House,43.4035802,-95.743349
Tallman Museum,42.7571394,-95.5727803
Sanford Museum and Planetarium,42.7502158,-95.5503978
Sheldon Prairie Museum,43.1798059,-95.8542312
Clark Museum of Area History,43.3355046,-95.1657418
D U Beving Memorial Museum,43.3380195,-95.1494405
Dickinson County Museum,43.4230177,-95.1066615
Armstrong House Museum,43.0953225,-93.7983945
Hobo Museum,43.096144,-93.801523
Liberty School Museum,42.9389102,-93.7962074
Humboldt County Historical Museum,42.7227491,-94.19135
VanHorn Antique Truck Museum,43.1999603,-93.2090927
Cylinder Heritage Museum,43.0890357,-94.5506162
West Bend Historical Society Museum,42.9599695,-94.4463616
Mansion Museum,43.2662377,-93.6385367
Holtan Farm Museum,43.2916225,-93.6474378
Buena Vista County Historical Society Museum,42.644139,-95.2027606
Sioux Rapids Area Historical Association Museum,42.8933093,-95.1511051
Albert City Historical Museum,42.7833088,-94.9480438
Log Cabin Museum,42.631997,-95.1778839
4-H Schoolhouse Museum,42.7296448,-93.744129
"Quasdorf Wagon, Machine and Blacksmith Shop Museum",42.6594194,-93.5004844
Jenison-Meacham Memorial Art Center and Museum,42.8807797,-93.6030435
Belmond Historical Museum,42.8460769,-93.6148711
Manly Caboose Museum,43.2846817,-93.1932593
Vesterheim Norwegian-American Museum,43.3044806,-91.7918707
Porter House Museum,43.3021476,-91.7894597
Versterheim Norwegian-American Museum Library,43.3043401,-91.7918815
Laura Ingalls Wilder Museum,43.4573679,-91.8658948
Parker Historical Museum,43.1402466,-95.1399946
Molineland Museum,43.1120848,-91.6762973
Howard County Museum,43.3769123,-92.1212772
Lucas County Museum,41.0155553,-93.3196541
Ham House Museum,42.5313335,-90.6506091
McCollum-Chidester House Museum,33.5850215,-92.8441441
Phillips County Museum,34.5286961,-90.5889102
Hammond Bell Museum,36.4047093,-93.7391711
Harps Doll Museum,36.4031269,-93.7357489
West Baton Rouge Parish Museum,30.4604683,-91.2064969
Beauregard Parish Jail,30.8462852,-93.2882084
Gonzales 'Tee Joe' Museum,30.2376961,-90.9145429
Odenheimer Aquarium,29.9238161,-90.1297958
Grevemberg House Museum,29.8024287,-91.496778
Fort Polk Military Museum,31.0417702,-93.2117756
Louisiana State Museum Library,29.9577128,-90.0640374
Zigler Art Museum,30.2221049,-92.6577036
Mascur Museum,32.4899767,-92.1132705
Rice Museum,30.2027042,-92.3881877
Beauregard Museum,30.8460277,-93.2862749
Town of Washington Museum,30.6163073,-92.0567853
Jim Bowie Museum,30.5315858,-92.0740087
Fireman's Museum,30.533808,-92.081509
Eunice Museum,30.4932558,-92.4148545
Louisiana Toy Train Museum,29.9757596,-90.246188
Laurel Valley Museum,29.7899343,-90.7867297
Mississippi Museum of Natural Science,32.3241473,-90.1565185
Lauren Rogers Museum of Art,31.6964658,-89.1303899
USS Cairo Museum,32.3758035,-90.8664925
Irwin Russell Memorial Museum,31.9558617,-90.9821986
Amory Regional Museum,33.9782242,-88.4817773
Northeast Mississippi Museum,34.9423101,-88.5217146
Museum of the Mississippi Delta,33.527436,-90.211055
Florewood River Plantation Museum,33.5262371,-90.2458633
Oktibbeha County Heritage Museum,33.4601294,-88.8074385
Kosciusko Heritage Foundation Museum,33.0383045,-89.579734
Montgomery Historic House Museum,32.4626419,-90.1184194
Denison Pequotsepos Nature Center,41.3624386,-71.9467941
Plainville Historic Center,41.670038,-72.8694674
New Canaan Historical Society,41.1501922,-73.4974909
Chester Historical Society Museum at the Mill,41.4022459,-72.4518555
Thankful Arnold House,41.4803038,-72.5169883
Gunn Memorial Museum,41.63061,-73.3110524
Connecticut Railroad Historical Museum,42.0259291,-73.32953
C H Pease Museum,42.0276939,-73.3304016
James Morris Museum and Aline Brothier Morris Reading Room,41.6840742,-73.1992014
Holley Williams House Museum,41.965926,-73.4415102
New Hartford Historical Society Museum,41.8788515,-72.9801556
Old School House Museum,41.9281515,-72.966215
New Milford Historical Society Museum,41.580928,-73.4109543
One Hundred Second Infantry Regiment Museum,41.3187082,-72.9395471
National Art Museum of Sport,41.2909658,-72.9614269
Osborne Homestead Museum,41.3309299,-73.1017757
Connecticut Trolley Museum,41.2764234,-72.8534001
Hyland House Museum,41.2837829,-72.6745009
Eli Whitney Museum,41.3357509,-72.9106256
Henry Whitfield State Historical Museum,41.278211,-72.6752871
Connecticut River Museum,41.3513649,-72.3847282
Captain Elisha White House Museum,41.2772419,-72.5187632
Stanton House Museum,41.2778025,-72.5220744
Edward Waldo House Museum,41.6589874,-72.1006323
Prudence Crandall Museum,41.6980322,-71.9716072
Windham Textile and History Museum,41.7110087,-72.2056563
Blue Slope Country Museum,41.5878762,-72.1734118
Niantic Children’s Museum,41.3226603,-72.1986588
Groton Monument House Museum,41.3548781,-72.0790838
Noank Historical Society Museum,41.3248211,-71.9889624
Nut Museum,41.3134315,-72.3339716
Rocky Hill Historical Society Museum,41.6662647,-72.6383205
Webb-Deane-Stevens Museum,41.7119304,-72.6531295
East Windsor Historical Society Museum,41.9009309,-72.5789774
Connecticut Trolley Museum,41.9314017,-72.5947246
Windsor Historical Society,41.8576101,-72.6371252
Sill House Museum,41.8573205,-72.6375909
Stanley-Whitman House Museum,41.7215704,-72.8247837
Walter Fyler House Museum,41.8570037,-72.6356423
Museum of American Political Life,41.7980542,-72.7157518
New Britain Industrial Museum,41.667747,-72.7831277
Day-Lewis Museum,41.715655,-72.8370437
John F. Slater Memorial Museum,41.5364452,-72.0811284
Wilton Heritage Museum,41.1900961,-73.4270651
Discovery Museum and Planetarium,41.2150394,-73.2331951
Stamford Historical Society Museum,41.1233642,-73.5457852
Norwalk Museum;Norwalk Museum Historical Reference Library,41.112094,-73.4070033
Mid Fairfield Youth Museum,41.1470409,-73.3784518
Housatonic Museum of Art,41.1749763,-73.1906187
John Rogers Studio and Museum,41.1499205,-73.4964488
Connecticut Audubon Birdcraft Museum,41.1452632,-73.2589349
Connecticut Graphis Arts Center and Museum,41.0706524,-73.4978993
Bruce Museum,41.0199765,-73.6228752
Catharine B Mitchell Museum,41.1875971,-73.1301095
Boothe Memorial Museum,41.2356524,-73.1112202
Bruce Museum,41.0187084,-73.6201261
Pacific War Museum,13.4756552,144.7306321
Howard University Museum,38.9223336,-77.0194209
National Guard Memorial Museum,38.8979418,-77.0093938
Diplomatic Reception Rooms Museum,38.8938164,-77.048159
B'Nai B'Rith Klutznick Museum,38.9062227,-77.0383102
Smithsonian Institution Anacostia Community Museum,38.8565015,-76.9769195
National Museum of Women in the Arts,38.9000261,-77.0292709
Windsor Lodge,38.9173936,-77.0486397
Alexander Hamilton House Museum,17.7463619,-64.704031
Cinnamon Bay Museum,18.3513426,-64.7540262
Benjamin House Museum,17.7102525,-64.8815352
Weibel Museum,18.3427968,-64.9326561
Christiansted Apothecarly Museum,17.7452911,-64.7034634
Saint Croix Aquarium,17.7467041,-64.7095554
Haagensen House Museum,18.3435671,-64.9301452
Seven Arches Museum,18.343567,-64.9287562
Saint Croix Aquarium and Marine Education Center,17.7152523,-64.8840352
Estate Whim Plantation Museum,17.700253,-64.8618129
Jean P. Haydon Museum,-14.2777843,-170.687604
Vietnam Veterans Memorial,40.3887881,-74.1757135
Lucy the Elephant,39.320854,-74.5116054
Hoboken Fire Department Museum,40.739273,-74.0309564
Hoboken Historical Museum,40.7521438,-74.0249925
Bergen Museum of Art and Science,40.8856186,-74.0422885
Fort Lee Museum at the Judge Moore House,40.8483928,-73.9687885
Monmouth Museum,40.3261111,-74.1352778
Hope Museum,40.9110891,-74.9661841
United Methodist Archives and History Center,40.7612993,-74.4239006
Toms River Seaport Society and Maritime Museum,39.9515384,-74.1931854
Hi-Way Lodge,39.7770636,-74.3315336
Crowne Plaza - Ventura Beach,34.2764567,-119.2934354
Casa de la Masacre de Ponce,18.0093027,-66.6135337
Museo de la Historia de Ponce,18.0127892,-66.6115616
Central Park of Bayamon Museum,18.3949644,-66.1540264
Casa Cautiño Museum,17.9857661,-66.1132591
Museo de Esperanza,18.0952424,-65.47377
Biblioteca Museo Casa Natal de Luis Muñoz Rivera,18.18605,-66.3073913
Museo de Bellas Artes,18.1860688,-66.3071135
Museo Casa del Pueblo,18.1610698,-66.7221187
Museo de Arte,18.2357884,-66.0362765
Museo de Arquelogía Indígena,18.410042,-66.1601609
Sede Central del Sitio Histórico Nacional de San Juan,18.4670727,-66.1102275
Museo de Reproducciones Artísticas,18.4097286,-66.1604138
Museo de las Américas,18.4677678,-66.1200757
Museo Francisco Pancho Coimbre,18.0155209,-66.6087839
Museo Historico Social,18.3430043,-67.2529483
Museo de Arte de Ponce,18.0039949,-66.6169509
Jose Celso Barbosa Museum,18.3990206,-66.1544603
Museo de Aguada,18.3785719,-67.1916417
Francisco Oller Art and History Museum,18.3983559,-66.1555762
Conde de Mirasol Museum,18.1475645,-65.4391522
Museo de Ciencias Naturales,18.4096381,-66.1603426
Museo de Ciencias Físicas,18.4097813,-66.1602604
Museo de Biologia,18.4018922,-66.0496102
Museo del Mar,18.4662972,-66.1128652
Museo de Lares,18.2963411,-66.8768433
Museo de Geología,18.4099634,-66.1602123
J. Cheney Wells Clock Gallery,42.1080791,-72.0981841
Daniel Webster Inn,41.7583815,-70.4975251
Green Briar Jam Kitchen,41.7454094,-70.468673
Hampshire House,42.3560419,-71.0712398
Gibson House,42.3547395,-71.0741161
Jabez Howland House,41.9541333,-70.6620463
Cohasset Historical Society Building,42.2387652,-70.7996633
Daniel Webster Law Office Museum,42.0717692,-70.6730928
Deborah Sampson House Museum,41.953158,-70.8208728
Tisbury Museum,41.4537231,-70.6003061
Old Schoolhouse Museum and Liberty Pole,41.4565008,-70.6033617
Vincent House Museum,41.391165,-70.5153156
Hansel and Gretel Doll Museum,41.4609455,-70.5700282
Cottage Museum,41.4550141,-70.5616021
Doctor Daniel Fisher House Museum,41.3907765,-70.5158302
Peter Foulger Museum,41.2856785,-70.0997383
Maria Mitchell Natural Science Museum,41.2802908,-70.1039375
Golden Ball Tavern Museum,42.3657622,-71.3094724
Davis Museum and Cultural Center,42.2937406,-71.3073429
Charles River Museum of Industry & Innovation,42.3730646,-71.2335992
Tsongas Industrial History Center,42.6478096,-71.3069184
Somerville Historical Museum,42.3869717,-71.1047296
Hosmer House Museum,42.4767484,-71.4508645
Captain Robert Bennet Forbes House,42.2645838,-71.0650796
Hancock-Clarke House Museum,42.4535997,-71.2285123
MIT Museum,42.3619754,-71.0864154
Harvard Museum of Comparative Zoology,42.3788319,-71.1156986
Pierce/Hichborn House Museum,42.3635312,-71.0537681
Harvard Museum of Natural History,42.3784657,-71.115646
Jackson Homestead and Museum,42.3554161,-71.194687
Winthrop Public Library and Museum,42.3776148,-70.9841232
Childrens Museum of the Berkshires,42.4517974,-73.2527602
Willard House and Clock Museum,42.2389832,-71.6731235
Doll Museum,41.5753818,-71.0030952
Essex Historical Society and Shipbuilding Museum,42.6326825,-70.7793458
Cape Ann Historical Museum,42.6138315,-70.6618506
Bartlett Museum,42.8453682,-70.9286657
Essex Shipbuilding Museum,42.6323167,-70.7800477
Farm Museum,42.7235183,-73.2246233
Norman Rockwell Museum,42.2878293,-73.3359439
Storrowton Village Museum,42.0914103,-72.6214267
Mount Holyoke College Art Museum,42.25683,-72.5727436
Old Firehouse Museum,42.2159098,-72.5990033
Childrens Museum,42.1101303,-72.4359618
Bob Stiles House Museum,42.325882,-72.5253877
Joseph Skinner Museum,42.2625912,-72.5717553
Mead Art Museum,42.3708921,-72.5154705
Edward Winslow House Museum,41.9589923,-70.6653132
Hedge House Museum,41.9603309,-70.6676713
Windsor House Museum,42.0367695,-70.6728144
Traylor Trask Museum,41.9577519,-70.663167
Alexander Graham Bell Room Museum,42.3555869,-71.0551111
Boston Fire Museum,42.350814,-71.048725
Boston Marine Society Museum,42.3755245,-71.0537324
Harvard Geological and Mineral Museum,42.3782074,-71.1154484
First Corps of Cadets Museum,42.3512413,-71.0821849
Merwin House Museum,42.2828652,-73.3134416
Essex Institute Museum Building,42.5226451,-70.8913845
Western Gateway Heritage State Park Visitors Center,42.6973615,-73.1142904
Trask House Museum,42.5753322,-70.7710825
Beauport Museum,42.5910097,-70.6599304
French Cable Station Museum,41.7878404,-69.987513
Nichols House Museum,42.3585095,-71.0659941
Ancient and Honorable Artillery Company Museum,42.3601131,-71.0561189
Busch-Reisinger Museum,42.3743515,-71.1143368
Boston Children's Museum,42.3518954,-71.0495782
Hayden Planetarium,42.3667653,-71.0702204
Eastham 1869 Schoolhouse Museum,41.8385706,-69.9740597
Wellfleet Historical Society Museum,41.9385015,-70.0301027
Drummer Boy Museum,41.7631649,-70.081685
Chesterwood Museum,42.2689767,-73.353443
Kendrick House Museum,41.7626037,-70.7228129
Atwood House Museum,41.6735455,-69.9651149
Saconesset Homestead and Museum,41.6070521,-70.6328082
Berkshire Museum,42.4473381,-73.2538309
Crane Museum of Papermaking,42.4696613,-73.1774857
Blacksmith Museum,42.3592527,-73.2809399
Pilgrim Hall Museum,41.9590665,-70.667965
Egg Rock Light Station,44.3542469,-68.1380649
Chapman-Hall House Museum,44.0319786,-69.5292752
Vinalhaven Historical Society Museum,44.0487389,-68.8384013
Shore Village Museum,44.1042471,-69.1139296
Mustard Mill Museum,44.9068707,-66.9961279
Ruggles House Museum,44.6506321,-67.7308311
Bates College Museum of Art,44.1080974,-70.2019194
Barracks Museum,44.9064684,-66.9910897
Gates House Museum,44.6967445,-67.3930455
Mary Meeker Cramer Museum,44.1968726,-69.0782159
Matthews Museum of Maine Heritage,44.2156862,-69.2815287
Shore Village Lighthouse Museum Library,44.1042809,-69.1139285
Conway House Museum,44.1994378,-69.0790642
Friendship Museum,43.9873041,-69.3350475
Knox Mill Museum,44.2098011,-69.0669815
Maine Watercraft Museum,44.071192,-69.1800438
Moses Mason House Museum,44.4039543,-70.7897915
Fryeburg Fair Farm Museum,44.0336807,-70.9689571
Bethel Historical Society Regional History Museum,44.4042321,-70.7895137
Auburn Fire Department Museum,44.0820176,-70.2497766
Androscoggin County Historical Museum,44.0981108,-70.2238057
L C Bates Museum,44.6627023,-69.6269581
Athens Historical Society Museum,44.9270029,-69.6725519
Wilhelm Reich Museum,44.9827254,-70.7143676
Maine Maritime Museum Library Archives,43.8939863,-69.8154572
Phippsburg Historical Museum,43.7878612,-69.8039347
CHTJ Southard House Museum,44.0883483,-69.803176
Salome Sellers House Museum,44.2009134,-68.7053047
Somesville Museum,44.3709123,-68.3272391
Admiral Robert E. Peary Home Museum,43.7122862,-70.0519933
Bridgton Historical Society Museum,44.0535565,-70.7046578
Daniel Marrett House Museum,43.7352021,-70.5498169
Naples Historical Society Museum,43.970601,-70.6096802
York Institute Museum,43.5012246,-70.4416262
Colonel Black Mansion Museum,44.5360801,-68.4333641
Islesford Historical Museum,44.2616566,-68.2397307
Mount Desert Museum,44.3625791,-68.3344614
Brick Store Museum,43.3874196,-70.5372011
Kennebunk Marine Museum,43.3548083,-70.4725514
Lord Mansion Museum,43.3600861,-70.4725514
Old Orchard Beach Historical Society Museum,43.5178147,-70.3780397
Katahdin Museum,45.4631019,-69.5936658
The Thompson Ice House Harvesting Museum,43.8795267,-69.5578242
Moosehead Marine Museum,45.4625463,-69.5911657
Old Blacksmith Shop Museum,45.1969988,-69.2511567
Frontier Heritage History Museum,46.7736546,-67.8369649
Fort Kent Historical Society Museum,47.2575391,-68.5892132
Stockholm Historical Society Museum,47.0392087,-68.1403089
Tante Blanche Museum,47.3497623,-68.2703181
Nylander Museum,46.8583759,-68.0105825
Patten Lumbermans Museum,46.0016373,-68.4529411
Isaac Farrar Mansion Museum,44.7997932,-68.7750361
Godfrey House Museum,44.813404,-68.7800361
Hudson Museum,44.899624,-68.6667813
Dexter Historical Society Abbot Museum,45.0251952,-69.289662
Clewley Museum,44.7922934,-68.7625358
Children's Museum & Theatre of Maine,43.6507298,-70.2907675
Scarborough Museum,43.5684801,-70.3911375
Portland Museum of Art,43.6538904,-70.262585
White Swan Tavern,39.2087208,-76.0663349
Port Tobacco Courthouse,38.5112843,-77.0204438
Forest Glen Historic Railroad Station,39.014896,-77.0557461
Chesapeake Fire Museum,38.4148397,-75.6760396
Good Knight Castle Children's Museum,39.0356488,-76.9118891
Children's Museum of Rose Hill Manor Park,39.4397164,-77.4037488
Jonathan Hager House and Museum,39.6398968,-77.730197
Victualling Warehouse Maritime Museum,38.9762232,-76.4857937
Banneker-Douglass Museum of Afro-American Life and History,38.9773377,-76.4938191
Naval Academy Museum,38.9828354,-76.4872983
Lovely Lane Museum Library,39.3144575,-76.615845
Steppingstone Farm Museum,39.6020543,-76.1382852
Saint Clements Island-Potomac River Museum,38.2254076,-76.7499662
Carroll County Farm Museum,39.5576013,-76.995537
Buck Bacchus Store Museum,39.2078875,-76.0655015
Fire Museum of Maryland,39.4188292,-76.6135481
Saint Marys Square Museum,38.7839001,-76.2220687
Historical Society of Talbot County Museum,38.7742826,-76.0763305
Kent Museum,39.3520567,-75.9857776
Rock Hall Museum,39.1326103,-76.231898
Neild Museum,38.5673408,-76.0604952
East New Market Heritage Museum,38.5989459,-75.9265511
Hulihe‘e Palace Museum,19.639257,-155.994324
Damien and Marianne of Molokaʻi Education Center,21.2738393,-157.8229694
Queen Emma Summer Palace,21.3358254,-157.8394682
Grove Farm Homestead Plantation Museum,21.966321,-159.368194
Baldwin Home Museum,20.8731566,-156.6778188
Hobcaw Barony Nature Center,33.3640562,-79.2261597
Williamsburgh Historical Museum,33.6652734,-79.8293284
Elliott House Museum,32.4313035,-80.6731619
Rosehill Museum,34.502189,-82.659459
Sumter County Museum,33.9233284,-80.344827
Horry County Museum,33.8373914,-79.0469808
Harllee Natural History Museum,34.1920997,-79.7895073
RIce Museum,33.365514,-79.2823777
Harold Kaminski House Museum,33.3680589,-79.2869221
Abbeville County Museum,34.1774146,-82.3760845
South Carolina Tobacco Museum,34.2056,-79.2537
The County Farm Museum,34.1491,-78.9771
South Carolina State University Planetarium,33.4995,-80.8493
Elloree Heritage Museum and Cultural Center,33.5299,-80.5739
Colleton Museum,32.9040069,-80.661134
The Village Museum,33.0808663,-79.4588631
Andrews Old Town Hall Museum,33.4514,-79.562
Childrens Museum of South Carolina,33.7049958,-78.8715006
The Citadel Daniel Museum,32.7970264,-79.9587589
Berkeley Museum,33.1932742,-79.9727933
MacAulay Museum of Dental History,32.7867313,-79.9473629
Patriots Point Naval and Maritime Museum,32.7905034,-79.9055868
Hampton-Preston House Museum,34.0105014,-81.0294325
The Museum at Market Hall,32.7807695,-79.9312371
Allendale County Museum,33.0132122,-81.303996
Jefferson County Museum,39.2899851,-77.8586311
Bennett Memorial Museum,40.0612787,-80.7229952
Oglebay Mansion Museum,40.1022212,-80.6688396
Covered Bridge Museum,39.1534308,-80.0425801
Sunrise Bird Sanctuary Museum,38.3456528,-81.6412347
Youth Museum of Southwestern West Virginia,37.7845501,-81.1971242
Sanderling Nature Center,43.6673079,-87.7162131
Juneau Museum,43.4055504,-88.7023259
Washington County Historical Museum,43.4202696,-88.1829086
Fennimore Railroad Historical Society Museum,42.9863774,-90.6559595
Grant County History Museum,42.8478833,-90.7089242
Hoard Historical Museum,42.9235337,-88.8352851
Mellen Area Museum,46.3270122,-90.660208
Tobacco City Museum,42.8350058,-89.0717793
Sheboygan County Museum,43.7534914,-87.7490612
Pioneer Village Museum,45.4032917,-91.7732268
Washburn County Historical Museum,45.7399483,-91.9257315
Wintergreen Downhill Ski Lodge,43.1494367,-90.0815127
Museum of Woodcarving,45.7488487,-91.918617
South Wood County Historical Society Museum,44.3877427,-89.8290136
Fox Lake Depot Museum,43.5608207,-88.9092761
Waupun Heritage Museum,43.6322108,-88.7301075
New London Public Museum,44.3895034,-88.7394198
Old Depot,42.8318028,-88.7329411
Norwegian Museum,42.8044606,-88.1731445
Waukesha County Historical Society Museum,43.0125117,-88.2273145
Doctor Kate Pelham Newcomb Museum,45.8954111,-89.6989139
Doty Museum,44.1875317,-88.4482489
Swarthout Museum,43.8110788,-91.2444304
Marinette County Historical Museum,45.1019293,-87.629829
Chippewa Valley Historical Museum,44.8113491,-91.5179393
Fur Trade Museum,43.0546516,-91.159375
Log Museum,45.6569008,-91.5551646
Museum of the American Printing House for the Blind,38.2568795,-85.7145659
Kentucky Coal Mining Museum,36.9641565,-82.9512433
Colonel Sanders Museum,38.1993919,-85.6952171
Waveland Museum,37.9711891,-84.5374395
Kentucky Music Hall of Fame and Museum,37.3881395,-84.3302135
Upper Peninsula Sports Hall of Fame,45.8391804,-88.0886734
Werners Hotel,44.7733906,-84.3126468
Steiner Museum,44.7533751,-84.0518459
Manton Area Historical Museum,44.4144444,-85.3977778
Wexford County Historical Society Museum,44.2516503,-85.3987833
Roscommon Area Historical Society Museum,44.4958819,-84.5951286
Marion Area Historical Museum,44.0972222,-85.1466667
Historic White Pine Village,43.9275,-86.4452778
Farwell Historical Museum,43.8352778,-84.8675
Gladwin County Historical Society Museum,43.9969444,-84.4813889
Arenac County Historical Society Museum,44.0458333,-83.6919444
LeRoy Museum,44.0384698,-85.4519835
Clare County Historical Society and Museum,43.8875,-84.7475
Major Hartwick Museum,44.7402924,-84.653916
Heritage Museum and Cultural Center,42.1062103,-86.4823428
History Center at Courthouse Square,41.9480556,-86.3408333
Horn Archeological Institute and Museum,41.9552718,-86.3557838
Curious Kids' Museum,42.1088889,-86.4833333
Heddon Museum,41.9866667,-86.1158333
Southwestern Michigan College Museum,41.9647222,-86.0827778
Sturgis Historical Society Museum,41.8039429,-85.4200525
Wing House Museum,41.9389837,-84.9974403
Grosvenor House Museum,41.9820961,-84.6596119
Lenawee County Historical Museum,41.8971963,-84.0369962
Mancelona Area Historical Society Museum,44.8902778,-85.0736111
Hudson Museum,41.8547401,-84.3556548
Otsego County Historical Society Museum,45.0275942,-84.6776863
Leelanau Historical Museum,45.0217346,-85.7592482
Benzie Area Historical Museum,44.6177778,-86.1061111
Fife Lake Area Historical Museum,44.577134,-85.352383
Kalkaska Historical Museum,44.7309282,-85.177705
Music House Museum,44.7924903,-85.4886489
Crawford County Historical Museum,44.6609201,-84.7159717
Manistee County Museum,44.2474308,-86.324828
Our Savior's Historical Museum,44.2438889,-86.3205556
De Tour Passage Historical Museum,45.9924833,-83.8991853
Drummond Island Historical Museum,46.0217944,-83.74573
IXL Historical Museum,45.7091667,-87.6072222
Gitche Gumee Museum,46.6725,-85.9866667
Blackbird Museum,45.4305071,-84.9847001
Les Cheneaux Historical Museum,45.9978926,-84.362645
Maritime Museum,45.9989559,-84.3503825
Schoolcraft Historical Museum,45.9627982,-86.2505087
Wheels of History Museum,46.4066667,-84.5722222
Elm Pointe Historical Museum,45.1616667,-85.1505556
Tahquamenon Logging Museum,46.3708333,-85.5091667
Beaver Island Marine Museum,45.7479413,-85.5089304
Crate Basket and Veneer Machinery Museum,42.1833333,-86.3833333
North Berrien Historical Museum,42.1797222,-86.3130556
Wilkinson Village Heritage Museum,41.8275904,-86.6933112
Fort Saint Joseph Museum,41.8294283,-86.2535523
Three Oaks Township Library and Museum,41.8012231,-86.6107219
Morton House Museum,42.1189599,-86.4466297
Childhood Cottage Museum,46.7377778,-89.1763889
Cornish Pump Museum,45.824921,-88.0703194
House of Yesteryear Museum,45.8055556,-88.0133333
Houghton County Historical Museum,47.1877561,-88.4122698
Copper Range Historical Museum,47.07,-88.6422222
Amasa Historical Museum,46.2325829,-88.4492052
Iron County Historical Museum,46.0679885,-88.6265573
Alberta Village Museum,46.6416667,-88.4822222
Jake Menghini Museum,45.793635,-87.9257892
Baraga County Historical Museum,46.7713292,-88.4918025
Michigamme Historical Museum,46.5355599,-88.1089865
Forsyth Township Historical Museum,46.2791737,-87.4386576
Negaunee Historical Society Museum,46.5014513,-87.6041262
Michigan Iron Industry Museum,46.5216989,-87.5645659
Cliffs Shaft Mine Museum,46.4911111,-87.6755556
Belleville Area Museum,42.2081,-83.4905
Romulus Historical Museum,42.2211048,-83.3946408
Discovery Science and Outdoor Center,29.164951,-82.123141
Grant Historical House,27.922164,-80.520846
Lake Eustis Museum of Art,28.852436,-81.68185
Graves Museum,26.0469444,-80.1447222
Cape Coral Historical Society Museum,26.6406379,-81.9592429
United States Holocaust Memorial Museum,26.365473,-80.084787
Nathan D Rosen Museum Gallery,26.358608,-80.196752
City of Avon Park Depot Museum,27.596354,-81.5051751
Graves Museum of Archaeology and Natural History,26.043234,-80.143015
Anhinga Indian Museum,26.04601,-80.209619
Lowe Art Museum,25.719383,-80.27561
Astronaut Memorial Planetarium & Observatory,28.385073,-80.762131
Cuban Museum,25.7511035,-80.2591403
Clewiston Museum,26.753651,-80.934521
Eustis Historical Museum,28.857454,-81.685431
South Florida Railway Museum,26.3166222,-80.1222892
Florida Adventure Museum,26.9356168,-82.0534221
Latin American Art Museum,25.7647222,-80.2311111
Sanford L Ziff Jewish Museum of Florida,25.7716667,-80.1347222
National Vietnam War Museum,28.59042,-81.171765
Orlando Metropolitan Museum of Art,28.487844,-81.427289
Shell Factory Museum,26.705798,-81.897226
Liberty Bell Memorial Museum,28.084076,-80.614618
Brevard Museum of Art and Science Foosner Education Center,28.132921,-80.628095
Holocaust Museum of Southwest Florida,26.204363,-81.79955
City of Plantation Historical Museum,26.128892,-80.2298404
Silver River Museum and Environmental Education Center,29.2019361,-82.0345879
Marion County Museum of History,29.1843949,-82.0998523
Florida Military Heritage Museum,26.9290024,-82.0598559
Schacknow Museum of Fine Arts,26.125407,-80.242593
Treasures of Madison County Museum,30.46831,-83.412656
Micanopy Historical Society Museum,29.50778,-82.278973
Brown Museum of Art,30.3464247,-81.6595276
Warbird  Adventures & Air Museum,28.293712,-81.446919
Veterans Tribute and Museum of Osceola,28.304853,-81.44149
Museum of the Americas,25.765691,-80.207946
Osceola County Historical Society Pioneer Museum,28.29877,-81.458417
Charles Hosmer Morse Museum of American Art,28.6008106,-81.351298
Albin Polasek Museum and Sculpture Gardens,28.596475,-81.34366
Winter Park Historical Museum,28.595551,-81.352312
Florida Carriage Museum,28.946218,-81.904847
Heritage Foundation History Center,28.56584,-81.586297
Lake County Historical Museum,28.801796,-81.730781
Sebring - Ridge Museum,27.495732,-81.442276
Polk Museum,28.0372432,-81.9484153
Tobacco Farm Life Museum,35.6007,-78.1174
Latimer House Museum,34.2342,-77.9456
Cape Fear Museum,34.2358,-77.9383
Caswell Number 1 Fire Station Museum,35.2584,-77.5809
Bellamy Mansion Museum of History & Design Arts,34.2361,-77.9429
Carteret County Museum of History,34.7229052,-76.7593159
Belhaven Memorial Museum,35.5391081,-76.6217002
Aurora Fossil Museum,35.3046136,-76.7877096
Carteret County Historical Society,34.721863,-76.716415
Aurora Fossil Museum,35.3046135,-76.7879874
Vance House Museum,35.7784695,-80.8934073
Surry County Historical Farm Museum,36.2729171,-80.5081136
Hotel Cherry,35.7235874,-77.9081733
Georgia Museum of Agriculture,31.4652158,-83.5352898
DeKalb History Center,33.7751244,-84.2965182
Hilton Peachtree City Hotel & Conference Center,33.4045495,-84.5757816
Chieftains Museum,34.2770756,-85.170227
Martha Berry Museum and Art Gallery,34.2771608,-85.1811227
African American Museum,33.7553355,-84.3831172
High Museum of Art at Georgia-Pacific Center,33.7576085,-84.387429
